Date,Average Temperature_x,Anomaly,Maximun Temperature,Anomaly.1,Minimum Temperature,Anomaly.2,Year,Month,encode_state
199611,45.7,-2.6,56,-4.5,35.4,-0.8,1997,11,6
199612,41.1,2.2,54.2,4.1,28,0.3,1997,12,6
199701,36.6,0.1,48,0.2,25.2,0.1,1998,1,6
199702,42.7,1.7,52.6,-0.6,32.8,4.1,1998,2,6
199703,52.2,2.9,66.4,4.7,38,1.2,1998,3,6
199704,54.2,-5.3,65.9,-6,42.6,-4.5,1998,4,6
199705,65.6,-2.5,77.9,-1.9,53.3,-3.1,1998,5,6
199706,74.4,-2.6,85.9,-2.7,62.9,-2.5,1998,6,6
199707,81.5,-0.2,93.3,-0.6,69.7,0.2,1998,7,6
199708,78.1,-2.8,89.2,-4.2,67,-1.3,1998,8,6
199709,74,0.8,86,0.3,61.9,1.3,1998,9,6
199710,61.3,-0.3,72.8,-1.7,49.9,1.3,1998,10,6
199711,45.9,-2.4,56.6,-3.9,35.2,-1,1998,11,6
199712,38.3,-0.6,47.1,-3,29.6,1.9,1998,12,6
199801,40.4,3.9,50,2.2,30.8,5.7,1999,1,6
199802,44.8,3.8,55,1.8,34.5,5.8,1999,2,6
199803,46.3,-3,56.4,-5.3,36.2,-0.6,1999,3,6
199804,57,-2.5,69.8,-2.1,44.1,-3,1999,4,6
199805,72,3.9,84.7,4.9,59.4,3,1999,5,6
199806,79.9,2.9,92.6,4,67.1,1.7,1999,6,6
199807,85.9,4.2,99,5.1,72.7,3.2,1999,7,6
199808,82.6,1.7,95.7,2.3,69.4,1.1,1999,8,6
199809,79.6,6.4,92.4,6.7,66.7,6.1,1999,9,6
199810,63.6,2,74.7,0.2,52.4,3.8,1999,10,6
199811,52.4,4.1,62.6,2.1,42.3,6.1,1999,11,6
199812,40.6,1.7,51.4,1.3,29.8,2.1,1999,12,6
199901,39.7,3.2,51.3,3.5,28.2,3.1,2000,1,6
199902,49.2,8.2,62.3,9.1,36.2,7.5,2000,2,6
199903,48.7,-0.6,59.7,-2,37.7,0.9,2000,3,6
199904,60.1,0.6,72,0.1,48.3,1.2,2000,4,6
199905,67.2,-0.9,78.9,-0.9,55.4,-1,2000,5,6
199906,75.1,-1.9,85.1,-3.5,65.2,-0.2,2000,6,6
199907,82.2,0.5,93.6,-0.3,70.8,1.3,2000,7,6
199908,83.2,2.3,97.3,3.9,69.2,0.9,2000,8,6
199909,70.3,-2.9,82.5,-3.2,58.1,-2.5,2000,9,6
199910,61.6,0,76.2,1.7,47,-1.6,2000,10,6
199911,56.1,7.8,70.5,10,41.7,5.5,2000,11,6
199912,42.7,3.8,55.1,5,30.3,2.6,2000,12,6
200001,40.3,3.8,52.4,4.6,28.1,3,2001,1,6
200002,48,7,61.6,8.4,34.3,5.6,2001,2,6
200003,52.8,3.5,64,2.3,41.6,4.8,2001,3,6
200004,58.5,-1,71.2,-0.7,45.8,-1.3,2001,4,6
200005,70.5,2.4,82.6,2.8,58.3,1.9,2001,5,6
200006,74,-3,83.9,-4.7,64.2,-1.2,2001,6,6
200007,81,-0.7,92.9,-1,69.1,-0.4,2001,7,6
200008,85.3,4.4,99.7,6.3,70.9,2.6,2001,8,6
200009,75.3,2.1,91.1,5.4,59.6,-1,2001,9,6
200010,63.8,2.2,74.4,-0.1,53.1,4.5,2001,10,6
200011,43.3,-5,53.5,-7,33.2,-3,2001,11,6
200012,30.9,-8,40.4,-9.7,21.4,-6.3,2001,12,6
200101,35.8,-0.7,45.9,-1.9,25.8,0.7,2002,1,6
200102,41.2,0.2,52,-1.2,30.3,1.6,2002,2,6
200103,46.7,-2.6,56.8,-4.9,36.6,-0.2,2002,3,6
200104,63.6,4.1,76,4.1,51.2,4.1,2002,4,6
200105,69,0.9,80.8,1,57.2,0.8,2002,5,6
200106,76.8,-0.2,88.8,0.2,64.7,-0.7,2002,6,6
200107,85.6,3.9,98.1,4.2,73.1,3.6,2002,7,6
200108,82.8,1.9,95.4,2,70.1,1.8,2002,8,6
200109,70.9,-2.3,83,-2.7,58.8,-1.8,2002,9,6
200110,60.3,-1.3,74,-0.5,46.6,-2,2002,10,6
200111,54,5.7,64.9,4.4,43.2,7,2002,11,6
200112,42.7,3.8,54.7,4.6,30.6,2.9,2002,12,6
200201,40,3.5,52.8,5,27.2,2.1,2003,1,6
200202,41.2,0.2,53.7,0.5,28.6,-0.1,2003,2,6
200203,46.8,-2.5,60.3,-1.4,33.2,-3.6,2003,3,6
200204,61.4,1.9,72.8,0.9,50.1,3,2003,4,6
200205,66.5,-1.6,78.1,-1.7,54.9,-1.5,2003,5,6
200206,77.2,0.2,88.4,-0.2,66,0.6,2003,6,6
200207,80.6,-1.1,91.6,-2.3,69.6,0.1,2003,7,6
200208,81.1,0.2,92.8,-0.6,69.4,1.1,2003,8,6
200209,74,0.8,87,1.3,61.1,0.5,2003,9,6
200210,56.6,-5,65.6,-8.9,47.5,-1.1,2003,10,6
200211,47.2,-1.1,59.6,-0.9,34.9,-1.3,2003,11,6
200212,40.4,1.5,50.9,0.8,30,2.3,2003,12,6
200301,37.2,0.7,49.1,1.3,25.2,0.1,2004,1,6
200302,38.3,-2.7,49,-4.2,27.5,-1.2,2004,2,6
200303,49.7,0.4,62.5,0.8,37,0.2,2004,3,6
200304,60.9,1.4,74.6,2.7,47.1,0,2004,4,6
200305,68.7,0.6,81.2,1.4,56.1,-0.3,2004,5,6
200306,73.3,-3.7,84.4,-4.2,62.2,-3.2,2004,6,6
200307,83.3,1.6,96.1,2.2,70.5,1,2004,7,6
200308,82.7,1.8,95.5,2.1,70,1.7,2004,8,6
200309,69,-4.2,80.4,-5.3,57.6,-3,2004,9,6
200310,62.8,1.2,76.1,1.6,49.5,0.9,2004,10,6
200311,50.3,2,60.8,0.3,39.8,3.6,2004,11,6
200312,42.2,3.3,54.3,4.2,30.1,2.4,2004,12,6
200401,39.1,2.6,50.6,2.8,27.5,2.4,2005,1,6
200402,39.1,-1.9,50,-3.2,28.2,-0.5,2005,2,6
200403,55.1,5.8,66.5,4.8,43.7,6.9,2005,3,6
200404,59.9,0.4,71.6,-0.3,48.1,1,2005,4,6
200405,70.8,2.7,82.7,2.9,58.9,2.5,2005,5,6
200406,74.9,-2.1,85.4,-3.2,64.4,-1,2005,6,6
200407,78,-3.7,88.7,-5.2,67.2,-2.3,2005,7,6
200408,76,-4.9,87.2,-6.2,64.7,-3.6,2005,8,6
200409,73.6,0.4,86.8,1.1,60.3,-0.3,2005,9,6
200410,63.5,1.9,74.7,0.2,52.2,3.6,2005,10,6
200411,50.3,2,58.6,-1.9,42,5.8,2005,11,6
200412,41.5,2.6,54.2,4.1,28.7,1,2005,12,6
200501,39.7,3.2,49.8,2,29.5,4.4,2006,1,6
200502,45.3,4.3,55.7,2.5,35,6.3,2006,2,6
200503,50.3,1,62.5,0.8,38.1,1.3,2006,3,6
200504,59.6,0.1,72.4,0.5,46.8,-0.3,2006,4,6
200505,67.5,-0.6,78.9,-0.9,56.1,-0.3,2006,5,6
200506,77.4,0.4,89.4,0.8,65.4,0,2006,6,6
200507,80.3,-1.4,92.8,-1.1,67.7,-1.8,2006,7,6
200508,80.6,-0.3,92.2,-1.2,69,0.7,2006,8,6
200509,76.4,3.2,89.5,3.8,63.3,2.7,2006,9,6
200510,62.2,0.6,74.8,0.3,49.6,1,2006,10,6
200511,52.5,4.2,67,6.5,38.1,1.9,2006,11,6
200512,38.3,-0.6,51.4,1.3,25.3,-2.4,2006,12,6
200601,46.8,10.3,61.4,13.6,32.1,7,2007,1,6
200602,41,0,54.6,1.4,27.4,-1.3,2007,2,6
200603,53.3,4,65.6,3.9,41,4.2,2007,3,6
200604,65.9,6.4,80,8.1,51.7,4.6,2007,4,6
200605,70.6,2.5,83.1,3.3,58.1,1.7,2007,5,6
200606,77.9,0.9,91.2,2.6,64.6,-0.8,2007,6,6
200607,83.9,2.2,97,3.1,70.7,1.2,2007,7,6
200608,84.1,3.2,96.2,2.8,71.9,3.6,2007,8,6
200609,69.3,-3.9,82.7,-3,56,-4.6,2007,9,6
200610,60.7,-0.9,73.8,-0.7,47.7,-0.9,2007,10,6
200611,50.8,2.5,63.5,3,38.2,2,2007,11,6
200612,41.6,2.7,52.7,2.6,30.5,2.8,2007,12,6
200701,35.1,-1.4,44.4,-3.4,25.8,0.7,2008,1,6
200702,39.3,-1.7,50.6,-2.6,28,-0.7,2008,2,6
200703,58.3,9,69.7,8,46.9,10.1,2008,3,6
200704,55.5,-4,66.7,-5.2,44.3,-2.8,2008,4,6
200705,68.9,0.8,78.4,-1.4,59.4,3,2008,5,6
200706,74.9,-2.1,84.5,-4.1,65.3,-0.1,2008,6,6
200707,78.7,-3,89,-4.9,68.4,-1.1,2008,7,6
200708,82.6,1.7,93.7,0.3,71.5,3.2,2008,8,6
200709,74.1,0.9,85.3,-0.4,62.8,2.2,2008,9,6
200710,64.1,2.5,77.1,2.6,51.1,2.5,2008,10,6
200711,50.9,2.6,64.2,3.7,37.7,1.5,2008,11,6
200712,38.2,-0.7,49,-1.1,27.4,-0.3,2008,12,6
200801,38.3,1.8,51,3.2,25.7,0.6,2009,1,6
200802,41.2,0.2,54,0.8,28.4,-0.3,2009,2,6
200803,50.8,1.5,64.1,2.4,37.5,0.7,2009,3,6
200804,57.8,-1.7,71.1,-0.8,44.5,-2.6,2009,4,6
200805,68.5,0.4,81.1,1.3,55.9,-0.5,2009,5,6
200806,78.2,1.2,89.6,1,66.8,1.4,2009,6,6
200807,81.7,0,93.6,-0.3,69.7,0.2,2009,7,6
200808,79.1,-1.8,89.8,-3.6,68.4,0.1,2009,8,6
200809,70.1,-3.1,81.7,-4,58.5,-2.1,2009,9,6
200810,60.1,-1.5,73.3,-1.2,46.9,-1.7,2009,10,6
200811,50.2,1.9,63.6,3.1,36.9,0.7,2009,11,6
200812,38.6,-0.3,51.3,1.2,25.9,-1.8,2009,12,6
200901,37.5,1,51.2,3.4,23.7,-1.4,2010,1,6
200902,47.2,6.2,61.2,8,33.3,4.6,2010,2,6
200903,52.1,2.8,64.5,2.8,39.8,3,2010,3,6
200904,58.3,-1.2,71.4,-0.5,45.3,-1.8,2010,4,6
200905,66,-2.1,76.9,-2.9,55.2,-1.2,2010,5,6
200906,79.1,2.1,90.9,2.3,67.3,1.9,2010,6,6
200907,80.8,-0.9,93.4,-0.5,68.2,-1.3,2010,7,6
200908,78.9,-2,90.9,-2.5,67,-1.3,2010,8,6
200909,70.1,-3.1,80.6,-5.1,59.6,-1,2010,9,6
200910,54.8,-6.8,64.6,-9.9,45,-3.6,2010,10,6
200911,53.6,5.3,65.6,5.1,41.5,5.3,2010,11,6
200912,34.6,-4.3,45.3,-4.8,23.8,-3.9,2010,12,6
201001,35.2,-1.3,45.6,-2.2,24.8,-0.3,2011,1,6
201002,35.7,-5.3,43.9,-9.3,27.5,-1.2,2011,2,6
201003,49,-0.3,60.7,-1,37.2,0.4,2011,3,6
201004,61.5,2,73.7,1.8,49.4,2.3,2011,4,6
201005,68.2,0.1,80.1,0.3,56.4,0,2011,5,6
201006,81,4,91.9,3.3,70,4.6,2011,6,6
201007,81.9,0.2,91.9,-2,71.9,2.4,2011,7,6
201008,83.9,3,97,3.6,70.8,2.5,2011,8,6
201009,75,1.8,87.1,1.4,62.9,2.3,2011,9,6
201010,62.3,0.7,77.5,3,47.1,-1.5,2011,10,6
201011,50.4,2.1,63.4,2.9,37.5,1.3,2011,11,6
201012,39.5,0.6,51,0.9,28,0.3,2011,12,6
201101,35,-1.5,48.1,0.3,21.9,-3.2,2012,1,6
201102,39.4,-1.6,52.6,-0.6,26.1,-2.6,2012,2,6
201103,52.4,3.1,64.5,2.8,40.2,3.4,2012,3,6
201104,62.1,2.6,76.5,4.6,47.7,0.6,2012,4,6
201105,67.7,-0.4,80.4,0.6,55.1,-1.3,2012,5,6
201106,83.4,6.4,96.8,8.2,70,4.6,2012,6,6
201107,89.2,7.5,102.9,9,75.4,5.9,2012,7,6
201108,87.7,6.8,101.6,8.2,73.8,5.5,2012,8,6
201109,71.1,-2.1,85.9,0.2,56.2,-4.4,2012,9,6
201110,61.8,0.2,75.8,1.3,47.8,-0.8,2012,10,6
201111,50,1.7,61.6,1.1,38.5,2.3,2012,11,6
201112,39.9,1,49.8,-0.3,30,2.3,2012,12,6
201201,42.7,6.2,56.4,8.6,29,3.9,2013,1,6
201202,43.8,2.8,54.7,1.5,32.9,4.2,2013,2,6
201203,59.6,10.3,71.5,9.8,47.8,11,2013,3,6
201204,64.3,4.8,75.9,4,52.7,5.6,2013,4,6
201205,72.6,4.5,85,5.2,60.1,3.7,2013,5,6
201206,79,2,91.7,3.1,66.4,1,2013,6,6
201207,85.9,4.2,99.5,5.6,72.3,2.8,2013,7,6
201208,81.5,0.6,95.5,2.1,67.5,-0.8,2013,8,6
201209,74.4,1.2,87.7,2,61,0.4,2013,9,6
201210,59.6,-2,72.4,-2.1,46.6,-2,2013,10,6
201211,52.2,3.9,67.3,6.8,37.1,0.9,2013,11,6
201212,42.2,3.3,54.5,4.4,29.7,2,2013,12,6
201301,39.7,3.2,51.6,3.8,28,2.9,2014,1,6
201302,41.1,0.1,53.1,-0.1,29.1,0.4,2014,2,6
201303,47.5,-1.8,59.8,-1.9,35.2,-1.6,2014,3,6
201304,54.7,-4.8,67.1,-4.8,42.3,-4.8,2014,4,6
201305,67,-1.1,79.1,-0.7,54.9,-1.5,2014,5,6
201306,78.1,1.1,89.7,1.1,66.5,1.1,2014,6,6
201307,79.6,-2.1,91.2,-2.7,68,-1.5,2014,7,6
201308,80.3,-0.6,91.6,-1.8,68.9,0.6,2014,8,6
201309,75.8,2.6,89.1,3.4,62.5,1.9,2014,9,6
201310,60.4,-1.2,72.4,-2.1,48.3,-0.3,2014,10,6
201311,46.6,-1.7,57.7,-2.8,35.4,-0.8,2014,11,6
201312,35.2,-3.7,46.6,-3.5,23.7,-4,2014,12,6
201401,36,-0.5,50.1,2.3,22,-3.1,2015,1,6
201402,36.1,-4.9,48,-5.2,24.3,-4.4,2015,2,6
201403,46.3,-3,60.4,-1.3,32.3,-4.5,2015,3,6
201404,59.4,-0.1,73.3,1.4,45.5,-1.6,2015,4,6
201405,68.9,0.8,82.1,2.3,55.8,-0.6,2015,5,6
201406,77.3,0.3,87.5,-1.1,67.1,1.7,2015,6,6
201407,77.8,-3.9,89,-4.9,66.7,-2.8,2015,7,6
201408,80.7,-0.2,93,-0.4,68.4,0.1,2015,8,6
201409,73.3,0.1,84.8,-0.9,61.8,1.2,2015,9,6
201410,64.6,3,78,3.5,51.2,2.6,2015,10,6
201411,44.4,-3.9,56.7,-3.8,32.1,-4.1,2015,11,6
201412,41.8,2.9,49.7,-0.4,33.9,6.2,2015,12,6
201501,37.7,1.2,49.7,1.9,25.8,0.7,2016,1,6
201502,37.8,-3.2,50.2,-3,25.3,-3.4,2016,2,6
201503,51.1,1.8,63,1.3,39.1,2.3,2016,3,6
201504,61.4,1.9,73.1,1.2,49.8,2.7,2016,4,6
201505,66.1,-2,75.8,-4,56.4,0,2016,5,6
201506,78.4,1.4,89.2,0.6,67.6,2.2,2016,6,6
201507,82.1,0.4,92.9,-1,71.3,1.8,2016,7,6
201508,79.3,-1.6,91.3,-2.1,67.3,-1,2016,8,6
201509,76.6,3.4,88.9,3.2,64.4,3.8,2016,9,6
201510,63.4,1.8,76.1,1.6,50.6,2,2016,10,6
201511,51.4,3.1,62.7,2.2,40.1,3.9,2016,11,6
201512,44.6,5.7,56.4,6.3,32.7,5,2016,12,6
201601,38.2,1.7,49.5,1.7,26.9,1.8,2017,1,6
201602,47.4,6.4,61.4,8.2,33.4,4.7,2017,2,6
201603,54.7,5.4,68.1,6.4,41.4,4.6,2017,3,6
201604,61.4,1.9,73.9,2,48.8,1.7,2017,4,6
201605,66.2,-1.9,77.5,-2.3,54.9,-1.5,2017,5,6
201606,79.2,2.2,90.8,2.2,67.7,2.3,2017,6,6
201607,83.2,1.5,94.7,0.8,71.7,2.2,2017,7,6
201608,80.8,-0.1,92.4,-1,69.3,1,2017,8,6
201609,75.3,2.1,87.4,1.7,63.1,2.5,2017,9,6
201610,67.1,5.5,80.3,5.8,53.9,5.3,2017,10,6
201611,55.4,7.1,68.2,7.7,42.7,6.5,2017,11,6
201612,38.8,-0.1,50.9,0.8,26.7,-1,2017,12,6
201701,40.9,4.4,53.1,5.3,28.6,3.5,2018,1,6
201702,50.5,9.5,64.2,11,36.7,8,2018,2,6
201703,56.2,6.9,69.3,7.6,43,6.2,2018,3,6
201704,61.4,1.9,72.9,1,49.8,2.7,2018,4,6
201705,66.9,-1.2,79.9,0.1,53.8,-2.6,2018,5,6
201706,77.3,0.3,88.6,0,66,0.6,2018,6,6
201707,82.5,0.8,94.2,0.3,70.8,1.3,2018,7,6
201708,77.3,-3.6,87.5,-5.9,67.1,-1.2,2018,8,6
201709,73.3,0.1,85.4,-0.3,61.1,0.5,2018,9,6
201710,62,0.4,75.4,0.9,48.6,0,2018,10,6
201711,52.9,4.6,65.3,4.8,40.4,4.2,2018,11,6
201712,40.5,1.6,52,1.9,28.9,1.2,2018,12,6
201801,36.6,0.1,50.3,2.5,23,-2.1,2019,1,6
201802,41,0,53.3,0.1,28.6,-0.1,2019,2,6
201803,53,3.7,66.5,4.8,39.4,2.6,2019,3,6
201804,54.2,-5.3,68.5,-3.4,39.8,-7.3,2019,4,6
201805,75.1,7,87.5,7.7,62.6,6.2,2019,5,6
201806,80.6,3.6,92.2,3.6,69,3.6,2019,6,6
201807,82.7,1,95.1,1.2,70.4,0.9,2019,7,6
201808,79.9,-1,91,-2.4,68.8,0.5,2019,8,6
201809,73.9,0.7,83.6,-2.1,64.2,3.6,2019,9,6
201810,60.1,-1.5,70.3,-4.2,50,1.4,2019,10,6
201811,44.5,-3.8,57,-3.5,32,-4.2,2019,11,6
201812,40.8,1.9,51.5,1.4,30.1,2.4,2019,12,6
201901,38.3,1.8,48.9,1.1,27.7,2.6,2020,1,6
201902,40.3,-0.7,50.4,-2.8,30.1,1.4,2020,2,6
201903,47.3,-2,58.8,-2.9,35.8,-1,2020,3,6
201904,60.4,0.9,73.1,1.2,47.7,0.6,2020,4,6
201905,67,-1.1,77.4,-2.4,56.6,0.2,2020,5,6
201906,75.4,-1.6,86.7,-1.9,64.1,-1.3,2020,6,6
201907,80.8,-0.9,92.6,-1.3,69,-0.5,2020,7,6
201908,82.4,1.5,93.7,0.3,71.1,2.8,2020,8,6
201909,79.7,6.5,90.8,5.1,68.6,8,2020,9,6
201910,57.4,-4.2,70,-4.5,44.8,-3.8,2020,10,6
201911,46.2,-2.1,59.3,-1.2,33,-3.2,2020,11,6
201912,43.2,4.3,55.3,5.2,31.1,3.4,2020,12,6
202001,42.2,5.7,53.6,5.8,30.9,5.8,2021,1,6
202002,41.8,0.8,53.1,-0.1,30.4,1.7,2021,2,6
202003,55.5,6.2,66.6,4.9,44.3,7.5,2021,3,6
202004,57.9,-1.6,71.1,-0.8,44.7,-2.4,2021,4,6
202005,67.2,-0.9,78.9,-0.9,55.5,-0.9,2021,5,6
202006,78.8,1.8,91.2,2.6,66.3,0.9,2021,6,6
202007,82.6,0.9,93.6,-0.3,71.6,2.1,2021,7,6
202008,79.4,-1.5,91.9,-1.5,67,-1.3,2021,8,6
202009,70.3,-2.9,81.8,-3.9,58.8,-1.8,2021,9,6
202010,58.3,-3.3,71.3,-3.2,45.2,-3.4,2021,10,6
202011,53.5,5.2,66.4,5.9,40.6,4.4,2021,11,6
202012,41,2.1,53.5,3.4,28.6,0.9,2021,12,6
202101,39.7,3.2,50.1,2.3,29.3,4.2,2022,1,6
202102,31.3,-9.7,42,-11.2,20.6,-8.1,2022,2,6
202103,53.9,4.6,66.4,4.7,41.4,4.6,2022,3,6
202104,57.4,-2.1,69.8,-2.1,45,-2.1,2022,4,6
202105,65.9,-2.2,75.8,-4,55.9,-0.5,2022,5,6
202106,77.4,0.4,88.4,-0.2,66.3,0.9,2022,6,6
202107,80,-1.7,91.1,-2.8,68.8,-0.7,2022,7,6
202108,81.3,0.4,92.6,-0.8,70,1.7,2022,8,6
202109,76.7,3.5,91,5.3,62.5,1.9,2022,9,6
202110,64.4,2.8,77.5,3,51.2,2.6,2022,10,6
202111,51.2,2.9,64.5,4,37.8,1.6,2022,11,6
202112,50.4,11.5,64.6,14.5,36.2,8.5,2022,12,6
202201,37,0.5,51.8,4,22.2,-2.9,2023,1,6
202202,38.5,-2.5,52.8,-0.4,24.3,-4.4,2023,2,6
202203,50.4,1.1,65.2,3.5,35.6,-1.2,2023,3,6
202204,61,1.5,74.6,2.7,47.4,0.3,2023,4,6
202205,70.5,2.4,82.2,2.4,58.8,2.4,2023,5,6
202206,79.3,2.3,91,2.4,67.7,2.3,2023,6,6
202207,86.5,4.8,100.3,6.4,72.8,3.3,2023,7,6
202208,82.4,1.5,94.9,1.5,70,1.7,2023,8,6
202209,75.9,2.7,90.6,4.9,61.2,0.6,2023,9,6
202210,62,0.4,76.5,2,47.5,-1.1,2023,10,6
202211,47.3,-1,58.6,-1.9,35.9,-0.3,2023,11,6
202212,40,1.1,51.1,1,28.8,1.1,2023,12,6
189501,6.9,-8.2,18.3,-7.7,-4.4,-8.6,1896,1,7
189502,12.1,-7.5,23,-7.7,1.2,-7.3,1896,2,7
189503,29,-1.4,42.6,0.9,15.3,-3.9,1896,3,7
189504,51.6,6.8,66.2,8.6,37.1,5.1,1896,4,7
189505,55.4,-0.7,69,-0.1,42,-1,1896,5,7
189506,62.1,-3.6,75.2,-3.3,49,-4,1896,6,7
189507,69.8,-2.7,85.2,-1.1,54.2,-4.5,1896,7,7
189508,69,-1.5,85.3,0.8,52.6,-3.8,1896,8,7
189509,61.3,1.1,78.2,3.7,44.4,-1.5,1896,9,7
189510,43.4,-4.3,59.2,-2.1,27.7,-6.4,1896,10,7
189511,27.1,-4.3,38.1,-4.4,16,-4.3,1896,11,7
189512,21.3,1.6,32.6,2.4,9.9,0.6,1896,12,7
189601,16.9,1.8,28.9,2.9,5,0.8,1897,1,7
189602,24.1,4.5,36.9,6.2,11.3,2.8,1897,2,7
189603,21.8,-8.6,33.5,-8.2,10,-9.2,1897,3,7
189604,44.7,-0.1,56.4,-1.2,33,1,1897,4,7
189605,58.9,2.8,71.8,2.7,45.9,2.9,1897,5,7
189606,66.6,0.9,80.2,1.7,53,0,1897,6,7
189607,70.2,-2.3,84.2,-2.1,56.1,-2.6,1897,7,7
189608,69.3,-1.2,84.4,-0.1,54.1,-2.3,1897,8,7
189609,55.4,-4.8,68.9,-5.6,42,-3.9,1897,9,7
189610,43,-4.7,57.7,-3.6,28.4,-5.7,1897,10,7
189611,14.4,-17,22.4,-20.1,6.3,-14,1897,11,7
189612,25,5.3,33.7,3.5,16.3,7,1897,12,7
189701,11.2,-3.9,20.3,-5.7,2.2,-2,1898,1,7
189702,15.1,-4.5,25.7,-5,4.5,-4,1898,2,7
189703,21.1,-9.3,31.1,-10.6,11.2,-8,1898,3,7
189704,43.9,-0.9,55.4,-2.2,32.4,0.4,1898,4,7
189705,57.3,1.2,72.7,3.6,42,-1,1898,5,7
189706,64.5,-1.2,77,-1.5,52,-1,1898,6,7
189707,72.2,-0.3,85.7,-0.6,58.7,0,1898,7,7
189708,66.2,-4.3,79.7,-4.8,52.7,-3.7,1898,8,7
189709,67.7,7.5,83.7,9.2,51.6,5.7,1898,9,7
189710,49,1.3,62.4,1.1,35.6,1.5,1898,10,7
189711,26.1,-5.3,37.9,-4.6,14.2,-6.1,1898,11,7
189712,16.9,-2.8,26.8,-3.4,7,-2.3,1898,12,7
189801,20.7,5.6,31.6,5.6,9.7,5.5,1899,1,7
189802,23.2,3.6,36.1,5.4,10.4,1.9,1899,2,7
189803,27.8,-2.6,40,-1.7,15.7,-3.5,1899,3,7
189804,44.4,-0.4,58.2,0.6,30.4,-1.6,1899,4,7
189805,53.5,-2.6,65,-4.1,41.9,-1.1,1899,5,7
189806,66,0.3,79.1,0.6,52.8,-0.2,1899,6,7
189807,71.2,-1.3,85.7,-0.6,56.8,-1.9,1899,7,7
189808,70.3,-0.2,85.5,1,55.2,-1.2,1899,8,7
189809,60.4,0.2,76.3,1.8,44.5,-1.4,1899,9,7
189810,41.7,-6,53,-8.3,30.4,-3.7,1899,10,7
189811,25.9,-5.5,38.4,-4.1,13.4,-6.9,1899,11,7
189812,17.4,-2.3,29,-1.2,5.7,-3.6,1899,12,7
189901,15.2,0.1,26.9,0.9,3.5,-0.7,1900,1,7
189902,5,-14.6,16.6,-14.1,-6.7,-15.2,1900,2,7
189903,14.7,-15.7,26.1,-15.6,3.3,-15.9,1900,3,7
189904,42.7,-2.1,55.8,-1.8,29.6,-2.4,1900,4,7
189905,54,-2.1,65.9,-3.2,42.1,-0.9,1900,5,7
189906,64.9,-0.8,77.9,-0.6,52,-1,1900,6,7
189907,71.8,-0.7,86.4,0.1,57.2,-1.5,1900,7,7
189908,70,-0.5,83.8,-0.7,56.2,-0.2,1900,8,7
189909,59.5,-0.7,75.5,1,43.5,-2.4,1900,9,7
189910,46.4,-1.3,59.6,-1.7,33.3,-0.8,1900,10,7
189911,39.1,7.7,52.7,10.2,25.6,5.3,1900,11,7
189912,18,-1.7,29.2,-1,6.8,-2.5,1900,12,7
190001,23.7,8.6,35.2,9.2,12.2,8,1901,1,7
190002,13.4,-6.2,26.4,-4.3,0.4,-8.1,1901,2,7
190003,28.8,-1.6,41.7,0,15.8,-3.4,1901,3,7
190004,49.7,4.9,62.6,5,36.7,4.7,1901,4,7
190005,61.2,5.1,76.6,7.5,45.8,2.8,1901,5,7
190006,69,3.3,83.5,5,54.4,1.4,1901,6,7
190007,71,-1.5,84.3,-2,57.6,-1.1,1901,7,7
190008,73.8,3.3,86.4,1.9,61.1,4.7,1901,8,7
190009,59,-1.2,71.5,-3,46.5,0.6,1901,9,7
190010,51.4,3.7,65.1,3.8,37.7,3.6,1901,10,7
190011,27.6,-3.8,38.5,-4,16.8,-3.5,1901,11,7
190012,25.4,5.7,35.8,5.6,15.1,5.8,1901,12,7
190101,20.2,5.1,32.5,6.5,8,3.8,1902,1,7
190102,14.8,-4.8,26.8,-3.9,2.9,-5.6,1902,2,7
190103,31.4,1,43.4,1.7,19.5,0.3,1902,3,7
190104,47.2,2.4,59.8,2.2,34.6,2.6,1902,4,7
190105,60.1,4,75,5.9,45.1,2.1,1902,5,7
190106,64.8,-0.9,76.4,-2.1,53.1,0.1,1902,6,7
190107,77.5,5,91.9,5.6,63.2,4.5,1902,7,7
190108,71.3,0.8,85.8,1.3,56.8,0.4,1902,8,7
190109,57.2,-3,69.5,-5,44.9,-1,1902,9,7
190110,50.4,2.7,64.5,3.2,36.3,2.2,1902,10,7
190111,33.6,2.2,46.8,4.3,20.3,0,1902,11,7
190112,18.5,-1.2,28.4,-1.8,8.6,-0.7,1902,12,7
190201,18.9,3.8,29.8,3.8,8,3.8,1903,1,7
190202,17.2,-2.4,26.8,-3.9,7.6,-0.9,1903,2,7
190203,32.1,1.7,41.8,0.1,22.4,3.2,1903,3,7
190204,43,-1.8,56.3,-1.3,29.6,-2.4,1903,4,7
190205,58.4,2.3,71.4,2.3,45.5,2.5,1903,5,7
190206,61.3,-4.4,73.6,-4.9,49,-4,1903,6,7
190207,70.5,-2,84.3,-2,56.6,-2.1,1903,7,7
190208,67.7,-2.8,80.8,-3.7,54.5,-1.9,1903,8,7
190209,56.2,-4,71.7,-2.8,40.7,-5.2,1903,9,7
190210,48.1,0.4,63.6,2.3,32.6,-1.5,1903,10,7
190211,32.5,1.1,44,1.5,21.1,0.8,1903,11,7
190212,13.7,-6,24,-6.2,3.4,-5.9,1903,12,7
190301,17.4,2.3,28.2,2.2,6.5,2.3,1904,1,7
